SMILES,made_by
c1ccc(Nc2cccc(-c3ccco3)c2)cc1,Random
c1ccc(-n2c3ccccc3c3cc(-c4ccc(-n5c6ccccc6c6ccccc65)c(-n5c6ccccc6c6cccnc65)c4)ccc32)cc1,Random
N#CC(C#N)=Cc1cc(-c2c(C#N)cc(C#N)cc2C#N)c(CNCc2ccc(C=O)cc2)s1,Random
c1cc(-c2cc3sccc3s2)c2c(c1)sc1ncccc12,Random
Cn1cnc2cc(-c3cnoc3)ccc21,Random
COc1cc(OC)c(-c2c(S)cc3c4c(c(O)ccc24)-c2nc4cc(C#N)c(C#N)cc4nc2-3)c(OC)c1,Random
Cc1cccc2c3cccc(C)c3n(-c3cc(-c4ccc5c(c4)sc4nc(-c6ccc7c(c6)C(=O)c6ccccc6C7=C(C#N)C#N)c(C6=CC(=O)NC6=O)cc45)ccc3Nc3ccccc3)c12,Random
c1ccc(Pc2ccccc2N2c3ccccc3Sc3ccccc32)cc1,Random
Cc1ccc2c(c1)c1cc(C)ccc1n2-c1cc(F)cc(-c2ccccn2)c1N(c1ccc(F)cc1)c1cccc(C2=CC(=O)NC2=O)c1,Random
C=CCc1cc(C)cc(C)c1Bc1c(C)cc(C)c(-n2c3ccc(C)cc3c3cc(C)ccc32)c1C,Random
CNCc1c2ncoc2cc2ncoc12,Random
c1ccc(-c2cccc(-c3cccs3)c2-n2c3ccccc3c3ccccc32)cc1,Random
O=Cc1ccc(C=O)c(-c2ncccc2-c2cccnc2)c1,Random
COc1cc(OC)cc(-c2cc(N(c3ccccc3)c3ccccc3)c3c(ccc4ccccc43)c2)c1,Random
CN(C)c1cc(-c2c(-c3c(C#N)cc(C#N)cc3C#N)ccc3[nH]cc(-n4c5ccc(F)cc5c5cc(F)ccc54)c(=O)c23)c2ccccc2c1,Random
O=C1C=C(c2cc3c(cn2)-c2cnc(-n4c5ccc(F)cc5c5cc(F)ccc54)cc2[SiH2]3)C(=O)c2cc(-c3ccco3)ccc21,Random
c1ccc2c(c1)-c1ccccc1[SiH]2c1ccsc1-c1ccc2c(c1)[SiH2]c1ncccc1-2,Random
O=C1NC(=O)C(c2ccc3ncsc3c2)=C1C1=CC(=O)N(c2ccc3c(c2)S(=O)(=O)c2ccccc2-3)C1=O,Random
Cc1ccc(N(Cn2ccc(C3=CC(=O)C=C(C4=CC(=O)C=CC4=O)C3=O)c2)c2ccc(C)cc2)cc1,Random
Cc1cc(C)cc(C(=O)c2ccc(C(=O)n3c4ccncc4c4cnccc43)c(C3OCCN(c4ccccc4)C3c3ccc4c(c3)sc3cc(C#N)ccc34)c2)c1,Random
N#CC(C#N)=C1C(=Cc2cccc(-c3cocn3)c2)C(=O)c2ccccc21,Random
Cc1ccc(-c2ccc(N(C)C)cc2)c(C)c1,Random
CNc1cccc(-c2ccc3nc(-c4ccccc4)oc3c2)c1,Random
c1ccc2c(c1)-c1ccccc1C2c1nc2cc3ocnc3cc2o1,Random
COc1cc(OC)c(-c2cocn2)c(C2=CC(=O)NC2=O)c1,Random
c1coc(-c2nc3cc4nc[nH]c4cc3[nH]2)c1,Random
Cc1cc(C)c(B(c2c(C)cc(C)cc2CN2c3ccccc3Sc3ccccc32)n2cnc3cc4nc[nH]c4c(-c4csc5ccsc45)c32)c(C)c1,Random
N#Cc1cc(C#N)c(-c2c(F)c(F)cc(F)c2F)c(C#N)c1,Random
Cn1cnc2ccc(-c3nc(-c4cnc5c(ccc6cccnc65)c4)ccc3-c3cc(-c4ccc5c(c4)C(=O)NC5=O)cnc3-c3ccc4c(c3)C(=O)NC4=O)cc21,Random
c1ccc(N(c2ccccc2)c2c(-c3cnco3)ccc3ncoc23)cc1,Random
CN(C)c1ccccc1-c1cc(-c2c(-c3c4ncsc4cc4ncsc34)cc3cccc4c3c2C(=O)C4=O)co1,Random
N#CC(C#N)=C1c2ccccc2C(=O)c2cc(-c3ccccc3P(=O)(c3ccccc3)c3ccccc3)ccc21,Random
O=C1C(=O)c2c(-c3ccccc3NCN(c3ccc(F)cc3)c3ccc(F)cc3)cc(-c3ccccn3)c3cccc1c23,Random
C1=Nc2cc3scnc3c(N3c4ccccc4Sc4ccccc43)c2[SH]1P(c1ccccc1)c1ccccc1,Random
c1ccc(-n2c3ccccc3c3cc(-n4c5ccccc5c5cccnc54)ccc32)cc1,Random
c1ccc(N2c3ccccc3N(c3cccc(N4CCOCC4)c3)c3ccccc32)cc1,Random
CN(C)c1cc(N(C)Cc2ccc3c(c2)sc2ccccc23)c2ccccc2c1N1c2ccccc2N(c2ccccc2)c2ccccc21,Random
N#CC(C#N)=C1C(=Cc2ccc(On3c4ccc(F)cc4c4cc(F)ccc43)cc2)C(=O)c2ccccc21,Random
N#Cc1cc2nc3c(nc2cc1C#N)-c1cc(-c2cc4c(cn2)-c2cnc(S)cc2[SiH2]4)cc2cccc-3c12,Random
O=C1NC(=O)c2cc(-c3cc4sccc4s3)ccc21,Random
N#Cc1nc2c3ccccc3c3cc(-c4ccccc4-c4cccc(-n5c6ccccc6c6cccc(-c7c8ccoc8cc8ccoc78)c65)c4)ccc3c2nc1C#N,Random
CN(C)c1cccc2c(-c3ccc(C=C4C(=O)c5ccccc5C4=C(C#N)C#N)cc3)cccc12,Random
CN(C)CN(C)c1cocn1,Random
Cn1cnc2ccc(-c3c(C=O)ccc(C=O)c3N3c4ccccc4Sc4ccccc43)cc21,Random
c1cncc(-c2ccc(-c3nccc4[nH]ccc34)nc2)c1,Random
C#Cc1c(C)cc(C)cc1-c1ccccc1Nc1ccccc1,Random
Cn1cccc1-c1ccc2[nH]c3ccccc3c(=O)c2c1,Random
Cc1ccc2c(c1)c1cc(C)ccc1n2-c1cc2cc3occc3c(-c3cc4ccccc4c4ccccc34)c2o1,Random
O=c1c2ccccc2n(-c2ccc3sc4cc(S)ccc4c3c2)c2ccccc12,Random
COc1cc(OC)c(-c2ccc3c(c2)S(=O)(=O)c2ccccc2-3)c(OC)c1-c1ccccc1,Random
CN(c1ccccc1)n1cc(-c2cc3c4c(cccc4c2)-c2nc4cc(C#N)c(C#N)cc4nc2-3)c(=O)c2ccccc21,Random
C#Cc1cccc2c1N(C1CN(c3ccccc3)CCO1)c1c(-c3ccc(N(C)C)cc3)cccc1C2(C)Cc1cocn1,Random
c1ccc(P(c2ccccc2)c2ccc(-c3cncc(-c4ccc5ncsc5c4)c3)cn2)cc1,Random
O=C1C=C(c2cc(Pc3ccccc3)c(-c3ccc(P(=O)(c4ccccc4)c4ccccc4)cc3)cc2O)C(=O)N1,Random
C=Cc1c(OC)cc(OC)c(-c2ccc3c(c2)C(=O)c2ccccc2C3=C(C#N)C#N)c1OC,Random
CN(Cc1cscn1)c1ccc2c(-c3ccc(P(=O)(c4ccccc4)c4ccccc4)cc3)cccc2c1,Random
O=C1C(=O)c2c(-c3cccc4ocnc34)ccc3cccc1c23,Random
Cc1ccc(-n2c3ccccc3c3cnccc32)c(Cc2sccc2-c2ccc(N(C)C)c3ccccc23)c1C1c2ccccc2-c2ccccc21,Random
CNc1cc(-c2ccc3ncsc3c2)c(N2c3ccccc3Sc3ccccc32)cc1-c1ccco1,Random
CC(=O)c1ccc(Cc2cccc(C)c2)cc1,Random
Fc1c(F)c(F)c(-c2nc3ccccc3s2)c(F)c1F,Random
CC(=O)c1ccc(-c2cc(C)cc(Cc3ccc(-c4cccs4)s3)c2)cc1,Random
Cc1ccc(N(c2ccc(C)cc2)c2ccccc2Nc2ccccc2)cc1,Random
CN(C)c1ccc(-c2ncsc2-c2cc3c(cn2)-c2cnccc2[SiH2]3)cc1,Random
c1ccc2c(c1)Oc1ccccc1N2c1c(-c2ccc3c(c2)oc2ncccc23)ccc2c1sc1ccccc12,Random
Cn1ccc(-c2ccc3c(sc4c(-c5cc6c(cc5-c5cc(C=O)ccc5C=O)C(=O)NC6=O)cccc43)c2S)c1,Random
O=C1C=CC(=O)C(c2ccsc2-c2ccc(-c3ccc(O)nc3)s2)=C1,Random
COc1cc(OC)cc(-c2cc3c(c(-n4c5ccccc5c5cnccc54)c2O)-c2cc(-c4cccs4)ccc2S3(=O)=O)c1,Random
C=Cc1cc2c(N3c4ccccc4C(C)(C)c4ccccc43)c3occc3cc2o1,Random
CC1(Cc2ccc(N3CCOCC3)cc2-c2cc3ccccc3c3ccccc23)c2ccccc2Nc2ccccc21,Random
C#Cc1ccc2c(c1)-c1ccccc1[SiH]2N1c2ccccc2N(c2ccccc2)c2ccc(N3c4ccccc4Sc4cccc(-c5cc6c(cn5)-c5cnccc5[SiH2]6)c43)cc21,Random
Fc1ccc2c(c1)c1cc(F)ccc1n2-c1cncs1,Random
N#Cc1cc(-c2ccccc2P(=O)(c2ccccc2)c2ccccc2)c(S)c(C#N)c1C#N,Random
COc1cc(OC)c(-c2cc(-c3cc(C#N)c(C#N)c(C#N)c3)ccc2N2c3ccccc3Nc3ccccc32)c(OC)c1,Random
Cn1cnc2ccc(-c3c(C4=CC(=O)C=CC4=O)ccc4c3N(c3cccc5c3Nc3ccccc3S5)c3ccccc3C4(C)C)cc21,Random
O=C(Cc1ccc2c(c1)sc1ncccc12)c1ccccc1,Random
CN(C)c1ccc(-c2ccccc2P(c2ccc(-c3cc(N(C)C)cc4ccccc34)c(N(C)c3ccccc3)c2)c2cc3c(cn2)-c2cnccc2[SiH2]3)cc1,Random
CC1(C)c2ccccc2Nc2cccc(-c3c4ccoc4cc4cc(-c5c(C#N)cc(C#N)cc5C#N)oc34)c21,Random
Cc1cc(CN2c3ccccc3Sc3ccccc32)c(-n2c3ccccc3c3cccnc32)c(-c2ccc(P(=O)(c3ccccc3)c3ccccc3)cc2)c1,Random
c1ccc2c(c1)Nc1ccccc1N2c1ccccc1-c1cocn1,Random
COc1ccc(-c2ccco2)c(OC)c1,Random
CN(C)c1cc(-c2ccsc2-c2cccs2)c2ccccc2c1,Random
C1=C(c2cnc3c(c2)c(N(c2ccccc2)c2ccccc2)cc2cccnc23)[SH](c2ccc(-c3cccs3)s2)C(c2cccs2)=C1,Random
N#Cc1cc(-c2ccccc2P(=O)(c2ccccc2)c2ccc(-c3cc(C=O)ccc3-c3ccc4c(c3)oc3ccccc34)cc2)cc(C#N)c1C#N,Random
CS(=O)(=O)c1ccc([SH]2C(c3ccc4c(c3)sc3ccccc34)=Nc3ccccc32)cc1,Random
N#Cc1cncnc1-c1ccc2ncsc2c1,Random
c1cncc(-c2cccnc2-n2c3ccncc3c3cnccc32)c1,Random
Fc1ccc(N(c2ccc(F)cc2)c2coc(S)n2)cc1,Random
Cn1cnc2ccc(-c3ccc(N4c5ccccc5Nc5ccccc54)cc3)cc21,Random
O=c1c2ccccc2n([SH]2C=CN=C2)c2ccccc12,Random
Fc1ccc(N(c2ccc(F)cc2)[SH]2C=CC=C2)cc1,Random
O=Cc1ccc(-c2ccc3c(c2)oc2ncccc23)cc1,Random
Cc1cc(C)cc(-c2cccc3c2N(c2ccccc2)c2ccccc2N3[SH]2C=CC=C2c2cccs2)c1,Random
Cc1ccc2c(c1)c1cc(C)ccc1n2-c1cccc2ccc(N(C)C)cc12,Random
c1cc2c(cn1)c1cnccc1n2-c1c2[nH]cnc2cc2nc[nH]c12,Random
CN(C)c1ccc(-c2cc(Nc3ccc(F)cc3)ccc2F)c2ccccc12,Random
c1cnc2oc3cc(C4COCCN4)ccc3c2c1,Random
O=C1NC(=O)c2c1cccc2N(c1ccccc1)c1ccccc1,Random
N#CC(C#N)=C1c2ccccc2C(=O)c2c(O)ccc(-c3ccc(N4CCOCC4)cc3)c21,Random
c1ccc(Pc2cccc(C3c4ccccc4-c4ccccc43)c2)cc1,Random
CN(C)c1c(-c2ccc3c(c2)C(=O)NC3=O)ccc2c([SiH]3c4ccccc4-c4ccccc43)c(N3c4ccccc4N(c4ccccc4)c4ccccc43)ccc12,Random
N#CC(C#N)=C1c2ccccc2C(=O)c2cc(-c3cccc4oc5ccccc5c34)ccc21,Random
c1ccc(P(c2ccc(-c3ccc4ncoc4c3)cc2)c2ccccc2-c2cc(-c3ccc4c(c3)sc3ccccc34)c3c(c2)sc2ccccc23)cc1,Random
CN(c1ccccc1)c1ccc2c(c1)-c1cccnc1[SiH2]2,Random
Cc1cccc(C)c1N1c2ccccc2N(c2ccccc2)c2ccccc21,Random
N#Cc1cc(N2C(=O)c3ccccc3C2=O)cc(C#N)c1C#N,Random
COc1cc(OC)c(N2CCOCC2)c(OC)c1-c1cc2c(cn1)-c1cnccc1[SiH2]2,Random
N#Cc1cc(C#N)c(-c2nccc3c2-c2cnccc2[SiH2]3)c(C#N)c1,Random
O=S1(=O)c2ccccc2-c2cc(N3c4ccccc4Sc4ccccc43)ccc21,Random
C=Cc1ocnc1C(=O)c1ccc(C=O)cc1,Random
N#Cc1cc2nc3c(nc2cc1C#N)-c1cc(CNc2ccccc2)cc2cccc-3c12,Random
CN(C)c1ccc(-c2ccc3cc(-c4ccc5c(c4)c4ccccc4c4nc(C#N)c(C#N)nc54)ccc3c2N(C)Cc2ccc3c(c2)C(=O)c2ccccc2C3=C(C#N)C#N)c2ccccc12,Random
N#CC(C#N)=C1C(=Cc2ccc(-c3nc4cc5scnc5c(N5c6ccccc6Sc6ccccc65)c4s3)cc2)C(=O)c2ccccc21,Random
Cc1ccc(N(c2ccc(C)cc2-n2c3ccc(F)cc3c3cc(F)ccc32)c2ncc(-n3c4ccc(C)cc4c4cc(C)ccc43)cc2-c2cnccc2-c2ccc3c(c2)sc2ncccc23)cc1,Random
CN(C)c1ccc(-c2ccc3c(c2)[SH](O)c2ncccc2-3)c2ccccc12,Random
Cn1cc(-n2c3ccccc3c3cccnc32)cc1C1CNCCO1,Random
CC(=O)c1ccc(-c2ccc3nc(-c4ccccc4)oc3c2)cc1,Random
Cn1cnc2ccc(C(=C(C#N)C#N)c3ccc(S)s3)cc21,Random
O=P(c1ccccc1)(c1ccccc1)c1cccc(-c2ccc(-c3cccnc3)cn2)c1,Random
O=c1c2ccccc2n(-c2cc(Nc3ccc(F)cc3)ccc2F)c2ccc(-c3ccc4c(c3)oc3ncccc34)cc12,Random
CC1(Cc2ccc(-n3c4ccccc4c4ccccc43)cc2)c2ccccc2Nc2ccc(-c3c4ncoc4cc4ncoc34)cc21,Random
C#Cc1cc(Nc2ccccc2)cc(-c2ccc(N(C)C)c3ccccc23)c1,Random
c1ccc2c(c1)oc1c(-c3ccc(-c4ccc(-c5ccc6ncsc6c5)nc4)cn3)cccc12,Random
C1=C[SH]([SiH]2c3ccccc3-c3ccccc32)c2ccsc21,Random
CC(=O)c1cccc(-n2c3ccncc3c3cnccc32)c1,Random
Cc1cccc2c3cccc(C)c3n(-c3nocc3CC(=O)c3ccc(-c4ccc5c(c4)sc4cc(C#N)ccc45)cc3)c12,Random
CN(C)c1ccc(-c2ccccc2-c2nc3ccc(-c4ccsc4C(=C(C#N)C#N)c4ccc(-c5cccs5)s4)cc3o2)c2ccccc12,Random
Cc1cc(C)c(B(c2ccc(-c3cnoc3)c(N(C)C)c2)c2c(C)cc(C)cc2C)c(C)c1,Random
Cc1ccc2c(c1)c1cc(C)ccc1n2[SH]1C=CC=C1c1ccc(N(C)C)c2cc(-c3ccc4c(c3)C(=O)C=CC4=O)ccc12,Random
CN(C)c1ccc(-c2cnoc2)c2ccccc12,Random
CN(C)c1cc(-c2ccccn2)cc2ccc(-c3cc(C#N)c(C#N)c(C#N)c3)cc12,Random
N#Cc1ccc2c(c1)sc1cc(-c3cccc(P(=O)(c4ccccc4)c4ccc(-n5ccc(=O)c6ccccc65)cc4)c3)ccc12,Random
O=[PH](c1ccccc1)(c1ccc(-c2ccc3nc(-c4ccccc4)oc3c2)cc1)(c1cccc(-c2cc3c(cn2)-c2cnccc2[SiH2]3)c1)c1ccc2ncoc2c1,Random
CC1(C)c2ccccc2Nc2cc(-c3c4ncsc4cc4ncsc34)cc(-c3cc(-c4ccc(C=O)cc4)c4c(c3)oc3nccc(-c5ccc6[nH]ccc(=O)c6c5)c34)c21,Random
CC1(CS)c2ccccc2N(C2COCCN2)c2ccccc21,Random
CC1(Cc2ccc(C(=O)C(F)(F)F)cc2)c2ccccc2Nc2c(S)cc(-c3ccc(P(=O)(c4ccccc4)c4ccccc4)cc3)cc21,Random
Cc1ccc(N(c2ccc(C)cc2)c2ccc3ccc4cccnc4c3n2)cc1,Random
N#Cc1nc2c3ccccc3c3c(-c4c(F)c(F)c(F)c(F)c4F)cccc3c2nc1C#N,Random
CNc1cccc(-n2c3ccccc3c3cnccc32)c1N1c2ccccc2N(c2ccccc2)c2ccccc21,Random
CN(C)c1cc(-c2ccccc2-c2nc3ccc(-c4ccc5c(c4)oc4ccccc45)cc3o2)c2ccccc2c1,Random
O=S1(=O)c2ccccc2-c2ccc(-c3cc4ncsc4cc3S)cc21,Random
N#CC(C#N)=CC1=CC=C[SH]1c1ccc2ncoc2c1,Random
Cc1cc(C)c(B(c2c(C)cc(C)cc2CN2c3ccccc3Sc3ccccc32)c2cc(N3c4ccccc4Sc4ccccc43)cn2C)c(C)c1,Random
CC1(C)c2ccccc2N(c2ccc(-c3ccc4c(c3)c3ccccc3c3nc(C#N)c(C#N)nc43)c3oc4ccccc4c23)c2ccccc21,Random
Fc1ccc2c(c1)c1cc(F)ccc1n2-c1cccc(-c2ccc3oc4ccccc4c3c2)c1N(c1ccccc1)c1ccccc1,Random
CN(C)c1c(C#N)c(C#N)cc2nc3c(nc12)-c1cccc2cc(-c4ccc(-c5cscn5)c5ncsc45)c(-c4ccc5nc(-c6ccccc6)oc5c4)c-3c12,Random
O=c1c2ccccc2n(-n2c3ccccc3c3ccccc32)c2ccccc12,Random
CN(C)c1ccccc1-c1ccc2c(c1)sc1ccccc12,Random
c1ccc2c(c1)c1ccccc1n2-c1cncc2cc[nH]c12,Random
N#Cc1cnc(-c2c(-c3cc4ccccc4c4ccccc34)ccc3c2N(c2ccc(-c4cccs4)cc2)c2ccccc2N3c2ccc(-c3cccs3)s2)nc1,Random
O=P(c1ccccc1)(c1ccccc1)c1cc(-c2ccc3nc(-c4ccccc4)oc3c2)ccc1-c1ccccn1,Random
CC1(C)c2ccccc2Nc2cccc(-c3ccc(C=O)cc3)c21,Random
CN(C)c1ocnc1C1=CC(=O)C=CC1=O,Random
c1csc(-c2cnc3c(c2)cc(-n2c4ccccc4c4cccnc42)c2ccc(-n4c5ccccc5c5cccnc54)nc23)c1,Random
Cn1cnc2cc(C3c4ccccc4-c4ccccc43)c(-c3ccc4c(c3)-c3c(P(c5ccccc5)c5ccccc5)cccc3S4(=O)=O)cc21,Random
COc1cc(OC)c(-c2c3ccoc3cc3ccoc23)c(-c2ccc(-c3cnoc3)cn2)c1,Random
COc1cc(OC)cc(-c2ccon2)c1,Random
CN(C)c1cc2ccccc2cc1-c1c2ncsc2cc2ncsc12,Random
O=S1(=O)c2ccccc2-c2ccc(-c3cccc4c3Oc3ccccc3N4)cc21,Random
Cc1ccc(Nc2ccc(C)cc2N(C)C)cc1,Random
O=P(c1ccccc1)(c1ccccc1)c1ccccc1-c1cc2oc(-c3ccccc3)nc2cc1-c1c2ncoc2cc2ncoc12,Random
Cc1cc(C)cc(-c2ccc3c(c2)Nc2ccccc2C3(C)C)c1,Random
CC1(C)c2ccccc2N(c2cnc3oc4c(-c5cc6sccc6s5)cccc4c3c2)c2ccccc21,Random
C1=C[SH](n2c3ccncc3c3cnccc32)C(c2cscn2)=C1,Random
CN(C)c1ccc2cccc(-c3ccc(-c4cccnc4)cn3)c2c1,Random
C#Cc1ccc2c(c1)-c1ccccc1[SiH]2Sc1ccc2ncn(C)c2c1,Random
Cn1cnc2ccc(-n3c4ccc(Cl)cc4c4cc(Cl)ccc43)cc21,Random
CNc1ccccc1-c1ccccc1,Random
Cc1cccc2c3cccc(C)c3n(-c3cc4scnc4cc3-c3ccc(C=C(C#N)C#N)s3)c12,Random
CS(=O)(=O)c1ccc(N(c2ccccc2)c2cccc(-c3c(F)c(F)c(F)c(F)c3F)c2)cc1,Random
Oc1cccc2c1ccc1ccccc12,Random
c1cc2c(cn1)c1cnccc1n2-c1ncco1,Random
N#Cc1ccc(-c2ccc3[nH]ccc(=O)c3c2)c(C#N)c1C#N,Random
c1ccc(-c2nc3ccc(-c4cc5cnccc5[nH]4)cc3o2)cc1,Random
N#Cc1cnc(C2CNCCO2)nc1,Random
O=C1C=CC(=O)C(c2ccc3c(c2)C(=O)NC3=O)=C1,Random
Cc1cccc(C)c1B1c2ccccc2B(c2c(C)cc(CN(C)c3cccc4ccccc34)cc2C)c2ccccc21,Random
Cn1cnc2ccc(N(c3ccccc3)c3ccccc3)cc21,Random
N#Cc1cc(-c2ccc(C=O)cc2)cc(C#N)c1C#N,Random
Cc1cccc(C)c1B1c2ccccc2B(c2c(C)cc(-c3ncccc3-c3cccnc3)cc2C)c2cc(-c3ccc4c(c3)c3ccccc3c3nc(C#N)c(C#N)nc43)ccc21,Random
c1cc(-c2cc3sccc3s2)cc(-c2cc3sccc3s2)c1,Random
C=Cc1cc(N(C)C)cc2c(-c3cccc(-c4ccc5c(c4)C(=O)C=CC5=O)c3)cccc12,Random
O=c1c2ccccc2n(-c2ccnc(-n3c4ccccc4c(=O)c4ccccc43)c2)c2ccccc12,Random
Oc1ccc2c(c1)sc1ncccc12,Random
Fc1ccc2c(c1)c1cc(F)ccc1n2-c1ccc2ocnc2c1,Random
CC(=O)c1ccc(-c2cc(-c3ccc(C=C4C(=O)c5ccccc5C4=C(C#N)C#N)cc3)c3nc(-c4ccccc4)oc3c2)cc1,Random
COc1cc(OCc2ccc(N(C)C)c3ccccc23)cc(OC)c1-c1cc(C=O)ccc1C=O,Random
N#Cc1nc2c3ccccc3c3cc(-c4cc5c(cn4)-c4cnccc4[SiH2]5)ccc3c2nc1C#N,Random
Cn1cccc1-c1cnc2sc3ccccc3c2c1,Random
O=c1cc(-c2cc(-c3ccc(O)c(-c4c5[nH]cnc5cc5nc[nH]c45)c3)c3c(c2)sc2ncccc23)[nH]c2ccccc12,Random
Cn1cnc2cc(N3c4ccccc4C(C)(Cc4ccc(C=O)cc4)c4ccccc43)c(-c3cccc4c5nc(C#N)c(C#N)nc5c5ccccc5c34)cc21,Random
COc1ccc(S)c(OC)c1,Random
O=C1C(=O)c2c(S)ccc3cccc1c23,Random
CN(C)c1cc(-c2cccc3oc4cc(-c5nc(-c6nccs6)cs5)ccc4c23)c2ccccc2c1,Random
c1ccc(-n2c3ccccc3c3c(-n4c5ccncc5c5cnccc54)cccc32)cc1,Random
N#CC(C#N)=Cc1sccc1-c1ccc2c(c1)C(=O)NC2=O,Random
Cc1cc(C)cc(-c2ccc(-c3cccs3)s2)c1,Random
N#CC(C#N)=C1C(=Cc2ccc(-c3ccc(C=O)cc3-c3ccccn3)s2)C(=O)c2ccccc21,Random
Cc1cc(C)c(B(c2ccc(Nc3ccccc3)c(-c3ccc(C=O)cc3)c2-c2ccc3c(c2)[SiH2]c2ncccc2-3)c2c(C)cc(C)cc2C)c(C)c1,Random
O=S1(=O)c2ccccc2-c2ccc(Cn3cccc3)cc21,Random
CN(C)c1ccc(-c2c(F)c(F)cc(F)c2F)cc1,Random
CNc1ccc(-c2ccco2)cc1,Random
