SMILES,reward
N(C1=CC(N(C(N2C3=C(C4=C2N=CC=C4)C=CC=C3))C2=CC=CC=C2)=C(C)C=C1)C1=CC=C(C)C=C1,-1.0
N(C1=CC(N(C(N2C3=C(C4=C2N=CC=C4)C=CC=C3))C2=CC=CC=C2)=C(C)C=C1)C1=CC=C(C)C(C(C=C2)=CC=C2C(=O)C)=C1,6.613837218905309
N(C1=CC(N(C(N2C3=C(C4=C2N=CC=C4)C=CC=C3))C2=CC=CC=C2)=C(C)C=C1)C1=CC=C(C)C(C(C=C2)=CC=C2C(=O)C)=C1(C1=C2OC=NC2=CC2=C1N=CO2),7.3010451922255575
N(C1=CC(N(C(N2C3=C(C4=C2N=CC=C4)C=CC=C3))C2=CC=CC=C2)=C(C)C=C1)C1=CC=C(C)C(C(C=C2)=CC=C2C(=O)C)=C1(C1=C2OC=NC2=CC2=C1N=C(N2CCOCC2)O2),-1.0
C1=CC(C2=CC(C#N)=C(C#N)C(C#N)=C2)=C(N(C)C)C=C1,6.871915184278063
C1=CC(C2=CC(C#N)=C(C#N)C(C#N)=C2)=C(N(C)C)C=C1,-1.0
C1=CC(C2=CC(C#N)=C(C#N)C(C#N)=C2)=C(N(C)C)C=C1,-1.0
C1=CC(C2=CC(C#N)=C(C#N)C(C#N)=C2)=C(N(C)C)C(C2=C(C=O)C=CC(C=O)=C2)=C1,7.033778740277087
C1=CC(C2=CC(C#N)=C(C#N)C(C#N)=C2)=C(N(C)C)C(C2=C(C=O)C=CC(C=O)=C2)=C1,-1.0
C1=CC(C2=CC(C#N)=C(C#N)C(C#N)=C2)=C(N(C)C)C(C2=C(C=O)C=CC(C=O)=C2)=C1,-1.0
C1=CC(C2=CC(C#N)=C(C#N)C(C#N)=C2)=C(N(C)C)C(C2=C(C=O)C=CC(C=O)=C2)=C1,-1.0
C1=CC(C2=CC(C#N)=C(C#N)C(C#N)=C2)=C(N(C)C)C(C2=C(C=O)C=CC(C=O)=C2)=C1,-1.0
C(C=C1(C2=C(OC)C=C(OC)C=C2(OC)))=CC=C1N1C2=C(C=CC=C2)C2=C1C=CC=C2,6.940951131943287
C1=C(C(C2=C(C#N)C=C(C#N)C=C2(C#N))=O)C=CC(C=O)=C1,8.509355599881218
C1=C(C(C2=C(C#N)C=C(C#N)C=C2(C#N))=O)C=CC(C=O)=C1,-1.0
C1=C(C(C2=C(C#N)C=C(C#N)C=C2(C#N))=O)C=CC(C=O)=C1,-1.0
C1=C2C=C(C(=CC=C3C4=CC=C5)C=C3[SiH2]C4=N5)C=CC2=CC(N(C)C)=C1,5.6557639125767825
C1=C2C=C(C(=CC=C3C4=CC=C5)C=C3[SiH2]C4=N5)C=CC2=CC(N(C)C)=C1,-1.0
C1=C2C=C(C(=CC=C3C4=CC=C5)C=C3[SiH2]C4=N5)C=CC2=CC(N(C)C)=C1,-1.0
C1=C2C=C(C(=CC=C3C4=CC=C5)C=C3[SiH2]C4=N5)C=CC2=CC(N(C)C)=C1,-1.0
C1=C2C=C(C(=CC=C3C4=CC=C5)C=C3[SiH2]C4=N5)C=CC2=CC(N(C)C)=C1,-1.0
C1=C2C=C(C(=CC=C3C4=CC=C5)C=C3[SiH2]C4=N5)C=CC2=CC(N(C)C)=C1,-1.0
C1=C2C=C(C(=CC=C3C4=CC=C5)C=C3[SiH2]C4=N5)C=CC2=CC(N(C)C)=C1,-1.0
C1=C2C=C(C(=CC=C3C4=CC=C5)C=C3[SiH2]C4=N5)C=CC2=CC(N(C)C)=C1,-1.0
C1=C2C=C(C(=CC=C3C4=CC=C5)C=C3[SiH2]C4=N5)C=CC2=CC(N(C)C)=C1,-1.0
C1=CC(S)=C(N(C)C)C=C1,6.1389816410031175
C1=CC(S)=C(N(C)C)C=C1,-1.0
C1=CC(S)=C(N(C)C)C=C1,-1.0
C1=CC(S)=C(N(C)C)C=C1,-1.0
C1=CC(S)=C(N(C)C)C=C1,-1.0
C1=CC(S)=C(N(C)C)C=C1,-1.0
C1=CC(S)=C(N(C)C)C=C1,-1.0
C1=CC(S)=C(N(C)C)C=C1,-1.0
C1=CC(S)=C(N(C)C)C=C1,-1.0
C1=CC(S)=C(N(C)C)C=C1,-1.0
C1=CC(S)=C(N(C)C)C=C1,-1.0
C1=CC(S)=C(N(C)C)C=C1,-1.0
C1=CC(S)=C(N(C)C)C=C1,-1.0
C1=CC(S)=C(N(C)C)C=C1,-1.0
C1=CC(S)=C(N(C)C)C=C1,-1.0
C1=CC(S)=C(N(C)C)C=C1,-1.0
C1=CC(S)=C(N(C)C)C=C1,-1.0
C1=CC(S)=C(N(C)C)C=C1,-1.0
C1=C2C=CC=CC2=C(C2=CSC=N2)C(N(C)C)=C1,6.46930962627275
C1=C2C=CC(N3C4=C(C5=C3C=CN=C5)C=CC=C4)=CC2=C(C2=CSC=N2)C(N(C)C)=C1,6.7948608308632945
C1=C2C=CC(N3C4=C(C5=C3C=CN=C5)C=CC=C4)=CC2=C(C2=CSC=N2)C(N(C)C)=C1,-1.0
C1(C(C=C32)=CC=C2C(=C(C#N)C#N)C2=CC=CC=C2C3(=O))=C2C=CC(N3C4=C(C5=C3C=CN=C5)C=CC=C4)=CC2=C(C2=CSC=N2)C(N(C)C)=C1,7.156353462017295
C1(C(C=C32)=CC=C2C(=C(C#N)C#N)C2=CC=CC=C2C3(=O))=C2C=CC(N3C4=C(C5=C3C=CN=C5)C=CC=C4)=CC2=C(C2=CSC=N2)C(N(C)C)=C1,-1.0
C1(C(C=C32)=CC=C2C(=C(C#N)C#N)C2=CC=CC=C2C3(=O))=C2C=CC(N3C4=C(C5=C3C=CN=C5)C=CC=C4)=CC2=C(C2=CSC=N2)C(N(C)C)=C1,-1.0
C(=CC=C1C2=CC(C(C=C3)=CC=C3C=C3C(=C(C#N)C#N)C4=CC=CC=C4C3(=O))=C3)C=C1SC2=C3,8.001064443282827
C(=CC=C1C2=CC(C(C=C3)=CC=C3C=C3C(=C(C#N)C#N)C4=CC=CC=C4C3(=O))=C3)C=C1SC2=C3,-1.0
C(=CC=C1C2=CC(C(C=C3)=CC=C3C=C3C(=C(C#N)C#N)C4=CC=CC=C4C3(=O))=C3)C=C1SC2=C3,-1.0
C(=CC=C1C2=CC(C(C=C3)=CC=C3C=C3C(=C(C#N)C#N)C4=CC=CC=C4C3(=O))=C3)C=C1SC2=C3,-1.0
C(=CC=C1C2=CC(C(C=C3)=CC=C3C=C3C(=C(C#N)C#N)C4=CC=CC=C4C3(=O))=C3)C=C1SC2=C3,-1.0
C(=CC=C1C2=CC(C(C=C3)=CC=C3C=C3C(=C(C#N)C#N)C4=CC=CC=C4C3(=O))=C3)C=C1SC2=C3,-1.0
C(=CC=C1C2=CC(C(C=C3)=CC=C3C=C3C(=C(C#N)C#N)C4=CC=CC=C4C3(=O))=C3)C=C1SC2=C3,-1.0
C(=CC=C1C2=CC(C(C=C3)=CC=C3C=C3C(=C(C#N)C#N)C4=CC=CC=C4C3(=O))=C3)C=C1SC2=C3,-1.0
C(=CC=C1C2=CC(C(C=C3)=CC=C3C=C3C(=C(C#N)C#N)C4=CC=CC=C4C3(=O))=C3)C=C1SC2=C3,-1.0
C(=CC=C1C2=CC(C(C=C3)=CC=C3C=C3C(=C(C#N)C#N)C4=CC=CC=C4C3(=O))=C3)C=C1SC2=C3,-1.0
C(=CC=C1C2=CC(C(C=C3)=CC=C3C=C3C(=C(C#N)C#N)C4=CC=CC=C4C3(=O))=C3)C=C1SC2=C3,-1.0
C(C=C1)=C(C2=C(OC)C=C(OC)C=C2(OC))C2=C1N=CO2,7.087929525931798
C(C=C1)=C(C2=C(OC)C=C(OC)C=C2(OC))C2=C1N=CO2,-1.0
C(C=C1)=C(C2=C(OC)C=C(OC)C=C2(OC))C2=C1N=CO2,-1.0
C(C=C1)=C(C2=C(OC)C=C(OC)C=C2(OC))C2=C1N=CO2,-1.0
C(C=C1)=C(C2=C(OC)C=C(OC)C=C2(OC))C2=C1N=CO2,-1.0
C(C=C1)=C(C2=C(OC)C=C(OC)C=C2(OC))C2=C1N=CO2,-1.0
C(C=C1)=C(C2=C(OC)C=C(OC)C=C2(OC))C2=C1N=CO2,-1.0
C(S1)=CC=C1C1=C(C2=CSC=N2)C=CS1,9.373584785068932
C(S1)=CC=C1C1=C(C2=CSC=N2)C=CS1,-1.0
C(S1)=CC=C1C1=C(C2=CSC=N2)C=CS1,-1.0
C(S1)=CC=C1C1=C(C2=CSC=N2)C=CS1,-1.0
C(S1)=CC=C1C1=C(C2=CSC=N2)C=CS1,-1.0
C(S1)=CC=C1C1=C(C2=CSC=N2)C=CS1,-1.0
C(S1)=CC=C1C1=C(C2=CSC=N2)C=CS1,-1.0
C(S1)=CC=C1C1=C(C2=CSC=N2)C=CS1,-1.0
C(S1)=CC=C1C1=C(C2=CSC=N2)C=CS1,-1.0
C(S1)=CC=C1C1=C(C2=CSC=N2)C=CS1,-1.0
C(S1)=CC=C1C1=C(C2=CSC=N2)C=CS1,-1.0
C(S1)=CC=C1C1=C(C2=CSC=N2)C=CS1,-1.0
C(C1=CC(OC)=CC(OC)=C1)(C=C12)=CC=C1C(=C(C#N)C#N)C1=CC=CC=C1C2(=O),6.640306753796576
C(C1=CC(OC)=C(C2=COC=N2)C(OC)=C1)(C=C12)=CC=C1C(=C(C#N)C#N)C1=CC=CC=C1C2(=O),6.704454391651781
C(C1=CC(OC)=C(C2=COC=N2)C(OC)=C1)(C=C12)=CC=C1C(=C(C#N)C#N)C1=CC=C(C2=CC=CC=N2)C=C1C2(=O),-1.0
C(C1=CC(OC)=C(C2=COC=N2)C(OC)=C1)(C=C12)=CC=C1C(=C(C#N)C#N)C1=C(C(C=C2)=CC=C2C(=O)C(F)(F)(F))C=C(C2=CC=CC=N2)C=C1C2(=O),-1.0
[SiH]1C2=C(C3=C1C=CC=C3)C=CC=C2(C1=C2C=CC=CC2=CC(N(C)C)=C1),6.031448374913612
[SiH]1C2=C(C3=C1C=CC=C3)C=CC=C2(C1=C2C=CC=CC2=CC(N(C)C)=C1),-1.0
[SiH]1C2=C(C3=C1C=CC=C3)C=CC=C2(C1=C2C=CC=CC2=CC(N(C)C)=C1),-1.0
[SiH]1(C(S2)=CC=C2C2=CC=CS2)C2=C(C3=C1C=CC=C3)C=CC=C2(C1=C2C=CC=CC2=CC(N(C)C)=C1),7.000290221628698
[SiH]1(C(S2)=CC=C2C2=CC=CS2)C2=C(C3=C1C=CC=C3)C=CC=C2(C1=C2C=CC=CC2=CC(N(C)C)=C1),-1.0
[SiH]1(C(S2)=CC=C2C2=CC=CS2)C2=C(C3=C1C=CC=C3)C=CC=C2(C1=C2C=CC=CC2=CC(N(C)C)=C1),-1.0
[SiH]1(C(S2)=CC=C2C2=CC=CS2)C2=C(C3=C1C=CC=C3)C=CC=C2(C1=C2C=CC(C3=C(F)C(F)=C(F)C(F)=C3(F))=CC2=CC(N(C)C)=C1),7.100779575958832
C1=CC=C(N(C(O))C)C=C1,5.936086516606339
C1=CC=C(N(C(O))C)C=C1,-1.0
N1C2=C(C3=C1N=CC(C3=C4C=CC=CC4=C(N(C)C)C=C3)=C3)C=CC=C2,-1.0
N1C2=C(C3=C1N=CC(C3=C4C=CC=CC4=C(N(C)C)C=C3)=C3)C=CC=C2,-1.0
C(C=C1)=CC=C1N1C2=C(C(B(C3=C(C=C(C=C3C)C)C)C3=C(C=C(C=C3C)C)C)=CC=C2)C2=C1C=CC=C2,7.6355239789304425
C(C=C1)=CC=C1N1C2=C(C(B(C3=C(C=C(C=C3C)C)C)C3=C(C=C(C=C3C)C)C)=CC=C2)C2=C1C=CC=C2,-1.0
C(C=C1)=CC=C1N1C2=C(C(B(C3=C(C=C(C=C3C)C)C)C3=C(C=C(C=C3C)C)C)=CC=C2)C2=C1C=CC=C2,-1.0
N(C1=CC=C(C)C=C1)C1=CC=C(C)C=C1(C=C),9.326820687450438
N(C1=CC=C(C)C=C1)C1=CC=C(C)C=C1(C=C),-1.0
N(C1=CC=C(C)C=C1)C1=CC=C(C)C=C1(C=C),-1.0
N(C1=CC=C(C)C=C1)C1=CC=C(C)C=C1(C(C1=C2SC=NC2=CC2=C1N=CS2)=C),10.509643997022767
N(C1=CC=C(C)C=C1)C1=CC=C(C)C=C1(C(C1=C2SC=NC2=CC2=C1N=CS2)=C),-1.0
N(C1=CC=C(C)C=C1)C1=CC=C(C)C=C1(C(C1=C2SC=NC2=CC2=C1N=CS2)=C),-1.0
N(C1=CC=C(C)C=C1)C1=CC=C(C)C(N2C3=C(C4=C2C=CC(Cl)=C4)C=C(Cl)C=C3)=C1(C(C1=C2SC=NC2=CC2=C1N=CS2)=C),10.520026155724826
N(C1=CC=C(C)C=C1)C1=CC=C(C)C(N2C3=C(C4=C2C=CC(Cl)=C4)C=C(Cl)C=C3)=C1(C(C1=C2SC=NC2=CC2=C1N=CS2)=C),-1.0
N(C1=CC=C(C)C=C1)C1=CC=C(C)C(N2C3=C(C4=C2C=CC(Cl)=C4)C=C(Cl)C=C3)=C1(C(C1=C2SC=NC2=CC2=C1N=CS2)=C),-1.0
N(C1=CC=C(C)C=C1)C1=CC=C(C)C(N2C3=C(C4=C2C=CC(Cl)=C4)C=C(Cl)C=C3)=C1(C(C1=C2SC=NC2=CC2=C1N=CS2)=C),-1.0
N(C1=CC=C(C)C=C1)C1=CC=C(C(C(=NC=C2C3=CN=C4)C=C2[SiH2]C3=C4))C(N2C3=C(C4=C2C=CC(Cl)=C4)C=C(Cl)C=C3)=C1(C(C1=C2SC=NC2=CC2=C1N=CS2)=C),10.346558740681923
N1C2=C(C3=C1N=C(C(C=C3)=CC=C3S(=O)(=O)C)C=C3)C=CC=C2,-1.0
N1C2=C(C3=C1N=C(C(C=C3)=CC=C3S(=O)(=O)C)C=C3)C=CC=C2,-1.0
N1C2=C(C3=C1N=C(C(C=C3)=CC=C3S(=O)(=O)C)C=C3)C=CC=C2,-1.0
C1=CC(C(C=C2(C))=CC(C)=C2B2C3=CC=CC=C3B(C3=C2C=CC=C3)C2=C(C)C=CC=C2C)=C(N2CCOCC2)C=C1,8.355492986040325
C1=CC(C(C=C2(C))=CC(C)=C2B2C3=CC=CC=C3B(C3=C2C=CC=C3)C2=C(C)C=CC=C2C)=C(N2CCOCC2)C=C1,-1.0
C1=CC(C(C=C2(C))=CC(C)=C2B2C3=CC=CC=C3B(C3=C2C=CC=C3)C2=C(C)C=CC=C2C)=C(N2CCOCC2)C=C1,-1.0
C1=CC(C(C=C2(C))=CC(C(N(C3=CC=CC=C3)C3=CC=CC=C3))=C2B2C3=CC=CC=C3B(C3=C2C=CC=C3)C2=C(C)C=CC=C2C)=C(N2CCOCC2)C=C1,8.175200591713994
C1=CC(C(C=C2(C))=C(C3=CC(=O)NC3(=O))C(C(N(C3=CC=CC=C3)C3=CC=CC=C3))=C2B2C3=CC=CC=C3B(C3=C2C=CC=C3)C2=C(C)C=CC=C2C)=C(N2CCOCC2)C=C1,8.777331287174368
C1=CC(C(C=C2(C))=C(C3=CC(=O)NC3(=O))C(C(N(C3=CC=CC=C3)C3=CC=CC=C3))=C2B2C3=CC=CC=C3B(C3=C2C=CC=C3)C2=C(C)C=CC=C2C)=C(N2CCOCC2)C=C1,-1.0
C1=CC(C(C=C2(C))=C(C3=CC(=O)NC3(=O))C(C(N(C3=CC=CC=C3)C3=CC=CC=C3))=C2B2C3=CC=CC=C3B(C3=C2C=CC=C3)C2=C(C)C=CC=C2C)=C(N2CCOCC2)C=C1,-1.0
C1=C(N(C2=CC=C(C)C=C2)C2=CC=C(C)C=C2)C(C(C=C2(C))=C(C3=CC(=O)NC3(=O))C(C(N(C3=CC=CC=C3)C3=CC=CC=C3))=C2B2C3=CC=CC=C3B(C3=C2C=CC=C3)C2=C(C)C=CC=C2C)=C(N2CCOCC2)C=C1,-1.0
C1=C(N(C2=CC=C(C)C=C2)C2=CC=C(C)C=C2)C(C(C=C2(C))=C(C3=CC(=O)NC3(=O))C(C(C(C=C3)=CC=C3P(C3=CC=CC=C3)(C3=CC=CC=C3)=O)(N(C3=CC=CC=C3)C3=CC=CC=C3))=C2B2C3=CC=CC=C3B(C3=C2C=CC=C3)C2=C(C)C=CC=C2C)=C(N2CCOCC2)C=C1,-1.0
C(C=C1)=CC(C(=CC=C2C3=CC=C4)C=C2OC3=N4)=C1S(=O)(=O)C,7.053481506701948
C(C=C1)=CC(C(=CC=C2C3=CC=C4)C=C2OC3=N4)=C1S(=O)(=O)C,-1.0
C(C=C1)=CC(C(=CC=C2C3=CC=C4)C=C2OC3=N4)=C1S(=O)(=O)C,-1.0
C(C=C1)=CC(C(=CC=C2C3=CC=C4)C=C2OC3=N4)=C1S(=O)(=O)C,-1.0
C(C=C1)=CC(C(=CC=C2C3=CC=C4)C=C2OC3=N4)=C1S(=O)(=O)C,-1.0
C(C=C1)=CC(C(=CC=C2C3=CC=C4)C=C2OC3=N4)=C1S(=O)(=O)C,-1.0
C(C=C1)=CC(C(=CC=C2C3=CC=C4)C=C2OC3=N4)=C1S(=O)(=O)C,-1.0
C(C=C1)=CC(C(=CC=C2C3=CC=C4)C=C2OC3=N4)=C1S(=O)(=O)C,-1.0
C1=C2C=C(C3=C4NC=NC4=CC4=C3NC=N4)C=CC2=C(N(C)C)C=C1,6.922253868421247
C1=C2C=C(C3=C4NC=NC4=CC4=C3NC=N4)C=CC2=C(N(C)C)C=C1,-1.0
C1=C2C=C(C3=C4NC=NC4=CC4=C3NC=N4)C=C(N(C3=CC=C(F)C=C3)C3=CC=C(F)C=C3)C2=C(N(C)C)C=C1,7.76898249637535
C1=C2C=C(C3=C4NC=NC4=CC4=C3NC=N4)C=C(N(C3=CC=C(F)C=C3)C3=CC=C(F)C=C3)C2=C(N(C)C)C=C1,-1.0
S(C1=CC(C)=CC(C)=C1),10.398781929174588
S(C1=CC(C)=CC(C)=C1),-1.0
S(C1=CC(C)=CC(C)=C1),-1.0
C1=CC=CC(N2C3=C(C4=C2C=CC(Cl)=C4)C=C(Cl)C=C3)=N1,7.689996448177184
C1(N2CCOCC2)=CC=CC(N2C3=C(C4=C2C=CC(Cl)=C4)C=C(Cl)C=C3)=N1,9.016572531989903
C1(N2CCOCC2)=CC=CC(N2C3=C(C4=C2C=CC(Cl)=C4)C=C(Cl)C=C3)=N1,-1.0
C1(N2CCOCC2)=CC=CC(N2C3=C(C4=C2C=CC(Cl)=C4)C=C(Cl)C=C3)=N1,-1.0
C1(N2CCOCC2)=CC=CC(N2C3=C(C4=C2C=CC(Cl)=C4(C3=C(C#N)C=C(C#N)C=C3(C#N)))C=C(Cl)C=C3)=N1,-1.0
C1(N2CCOCC2)=CC=CC(N2C3=C(C4=C2C=CC(Cl)=C4(C3=C(C#N)C=C(C#N)C=C3(C#N)))C=C(Cl)C=C3)=N1,-1.0
C1(N2CCOCC2)=CC=CC(N2C3=C(C4=C2C=CC(Cl)=C4(C3=C(C#N)C=C(C#N)C=C3(C#N)))C=C(Cl)C=C3)=N1,-1.0
C1(N2CCOCC2)=CC=CC(N2C3=C(C4=C2C=CC(Cl)=C4(C3=C(C#N)C=C(C#N)C=C3(C#N)))C=C(Cl)C=C3)=N1,-1.0
C1(C(C=C2)=NC=C2C2=CN=CC=C2)=CC2=C(S1)C=CS2,9.161871017511181
C1(C(C=C2)=NC=C2C2=CN=CC=C2)=CC2=C(S1)C=CS2,-1.0
C1(C(C=C2)=NC=C2C2=CN=CC=C2)=CC2=C(S1)C=CS2,-1.0
C1(C(C=C2)=NC=C2C2=CN=CC=C2)=CC2=C(S1)C=CS2,-1.0
C1(C(C=C2)=NC=C2C2=CN=CC=C2)=CC2=C(S1(N2CCOCC2))C=CS2,-1.0
C1(C(C=C2)=NC=C2C2=CN=CC=C2)=CC2=C(S1(N2CCOCC2))C=CS2,-1.0
C1(C(C(C2=CC=CS2)=C2)=NC=C2C2=CN=CC=C2)=CC2=C(S1(N2CCOCC2))C=CS2,-1.0
C1(C(C(C2=CC=CS2)=C2)=NC=C2C2=C(C3=CON=C3)N=CC=C2)=CC2=C(S1(N2CCOCC2))C=CS2,-1.0
C1(C(C(C2=CC=CS2)=C2)=NC=C2C2=C(C3=CON=C3)N=CC=C2)=CC2=C(S1(N2CCOCC2))C=CS2,-1.0
C1=C(C2=CC=CC=N2)C(C#N)=C(C#N)C(C#N)=C1,7.844747414192526
C1=C(C2=CC=CC=N2)C(C#N)=C(C#N)C(C#N)=C1,-1.0
C1=C(C2=CC=CC=N2)C(C#N)=C(C#N)C(C#N)=C1,-1.0
C1=C(C2=CC=CC=N2)C(C#N)=C(C#N)C(C#N)=C1,-1.0
C1=C(C2=CC=CC=N2)C(C#N)=C(C#N)C(C#N)=C1,-1.0
C1=C(C2=CC=CC=N2)C(C#N)=C(C#N)C(C#N)=C1,-1.0
C1=C(C2=CC=CC=N2)C(C#N)=C(C#N)C(C#N)=C1,-1.0
C1=C(C2=CC=CC=N2)C(C#N)=C(C#N)C(C#N)=C1,-1.0
C1=C(C2=CC=CC=N2)C(C#N)=C(C#N)C(C#N)=C1,-1.0
C1=C(C2=CC=CC=N2)C(C#N)=C(C#N)C(C#N)=C1,-1.0
C1=C(C2=CC=CC=N2)C(C#N)=C(C#N)C(C#N)=C1,-1.0
C1=C(C2=CC=CC=N2)C(C#N)=C(C#N)C(C#N)=C1,-1.0
C1=C(OC)C=C(OC)C=C1(OC(C(=CC=C1C2=CC=C3)C=C1OC2=C3)),8.249665946964212
C1=C(OC)C=C(OC)C=C1(OC(C(=CC=C1C2=CC=C3)C=C1OC2=C3)),-1.0
C1=C(OC)C=C(OC)C=C1(OC(C(=CC=C1C2=CC=C3)C=C1OC2=C3)),-1.0
C1=C(OC)C=C(OC)C=C1(OC(C(=CC=C1C2=CC=C3)C=C1OC2=C3)),-1.0
C1=C(OC)C=C(OC)C=C1(OC(C(=CC=C1C2=CC=C3)C=C1OC2=C3)),-1.0
