compoud name,CID,molecular formula,molecular weight,Canonical SMILES,SMILES
,,,,,C#Cc1ccc2c(c1)S(=O)(=O)c1ccc(-c3ccc4ncsc4c3)cc1-2
,,,,,CN(C)c1ccc(-c2cc3ncoc3cc2-c2ccc(N(C)C)cc2)cc1
,,,,,c1csc(-c2ccc3c(c2)oc2ncccc23)c1
,,,,,C#Cc1cccc2c1C(=O)C(=Cc1ccc(-c3ccc(N(C)C)cc3)s1)C2=C(C#N)C#N
,,,,,O=C1C=CC(=O)c2c1cc(-n1c3ccccc3c3cnccc31)cc2-c1cnoc1
,,,,,CN(C)c1ccc(-c2cc3c(c(-c4ccc5c(c4)C(=O)C=CC5=O)n2)-c2cnccc2[SiH2]3)cc1
,,,,,CN(C)c1cc(-c2cccc(-c3ccc4nc(-c5ccccc5)oc4c3)c2)c2ccccc2c1
,,,,,O=C1C=CC(=O)c2cc(-c3ccccc3Nc3ccccc3)ccc21
,,,,,O=C1C=CC(=O)c2cc(-c3cccc4c3sc3ccccc34)ccc21
,,,,,CN(C)c1ccc(-c2ccc(-n3c4ccccc4c4cnccc43)cn2)cc1
,,,,,CN(C)c1ccc(-c2c3ncoc3c(N3CCOCC3P(c3ccccc3)c3ccccc3)c3ncoc23)cc1
,,,,,CN(C)c1ccc(-c2cccc(P(=O)(c3ccccc3)c3ccc(CN(C)c4ccccc4)cc3)c2)c2cc(-c3cnc4c(ccc5cccnc54)c3)ccc12
,,,,,N#CC(C#N)=C1C(=C(c2ccccc2)[SiH]2c3ccccc3-c3ccccc32)C(=O)c2ccccc21
,,,,,CN(C)c1ccc(-c2cc(N(C)Cc3c(F)c(F)c(F)c(F)c3F)cc3ccccc23)cc1
,,,,,Fc1ccc(N(c2ccc3c(c2)[SiH2]c2ncccc2-3)c2cc(-c3ccc4c(c3)oc3ccccc34)c(F)cc2-c2ccccc2)cc1
,,,,,O=P(c1ccccc1)(c1ccccc1)c1ccc(-c2c[nH]c3cc(-c4ncco4)ncc23)cc1
,,,,,Cc1ccc2c(c1)c1cc(C)cc(-c3ccc4c(c3)[SiH2]c3ncccc3-4)c1n2-c1cc2[nH]ccc2cn1
,,,,,CN(C)c1ccc2ccccc2c1-c1cc2[nH]ccc2cn1
,,,,,Cc1cc(C)cc(-c2cc3c(cn2)-c2cnccc2[SiH2]3)c1
,,,,,N#CC(C#N)=C1C(=Cc2ccc(-c3cc(F)ccc3N(c3ccc(F)cc3)c3cnco3)cc2)C(=O)c2ccccc21
,,,,,CN(C)c1ccc(-c2cc(-c3ccc(-c4cccnc4)cn3)c3cccc4c3c2C(=O)C4=O)cc1
,,,,,CN(C)c1ccc(-c2cc(N(C)C)ccc2-c2cc(N(C)C)ccc2-c2c(N(C)C)c3ccccc3c3ccccc23)cc1
9-pyridin-2-ylcarbazole,10101763.0,C17H12N2,244.29,C1=CC=C2C(=C1)C3=CC=CC=C3N2C4=CC=CC=N4,c1ccc(-n2c3ccccc3c3ccccc32)nc1
,,,,,CN(C)c1ccc(N2c3ccccc3C(C)(Cc3ccc(C=O)cc3)c3ccccc32)cc1
,,,,,Cc1ccc(N(c2ccc(C)cc2-c2ccc(N3CCOCC3)cc2)c2c(F)c(F)cc(F)c2F)cc1
,,,,,CN(C)c1ccc(-n2c3ccc(Cl)cc3c3cc(Cl)ccc32)c(-c2ccc(-c3cccnc3)cn2)c1
,,,,,Cc1cc(C)c(-c2cc3sccc3s2)c(CN(C)c2ccc(N(C)C)cc2)c1
,,,,,CN(C)c1ccc2cc(-c3ccc(-c4sccc4-c4ccc5c(c4)oc4ccccc45)s3)ccc2c1
,,,,,CN(C)c1ccc(-n2c3ccncc3c3cccc(-n4c5ccccc5c5cnccc54)c32)cc1
,,,,,O=S1(=O)c2ccccc2-c2ccc(-c3cccc(Nc4ccccc4)c3)cc21
,,,,,N#CC(C#N)=C1C(=C(c2ccc3c(c2)c2ccccc2c2nc(C#N)c(C#N)nc32)c2cccs2)C(=O)c2ccccc21
,,,,,Cc1ccc(N(c2ccc(C)cc2)N(C)Cc2cc3ccccc3c3ccccc23)cc1
,,,,,CN(C)c1ccc(-c2ccc3c(c2)S(=O)(=O)c2cc(-c4ccccc4)ccc2-3)cc1
,,,,,Cc1ccc(N(c2ccc(N(C)C)cc2)c2ccc(C)c(-c3cnoc3)c2)cc1
error,,,,,CN(C)c1ccc(C2=C[SH](c3ccc4c(c3)C(=O)NC4=O)C=N2)cc1
,,,,,N#CC(C#N)=C1c2ccccc2C(=O)c2cc(-c3c(-c4cccc5c4sc4cc(C#N)ccc45)cc(C#N)c(C#N)c3C#N)ccc21
,,,,,c1ccc2c(c1)Nc1ccc(-c3c4ncoc4cc4ncoc34)cc1S2
,,,,,CN(C)c1ccc(Oc2c3ncsc3cc3ncsc23)cc1
,,,,,CN(C)Sc1c2[nH]cnc2cc2nc[nH]c12
,,,,,Cc1cccc(C)c1B1c2ccccc2B(c2c(C)cccc2C)c2c1cccc2-c1ccc2c(c1)[SiH2]c1ncccc1-2
,,,,,CN(C)c1ccc(N(CC2=CC(=O)C=CC2=O)c2ccccc2)cc1
,,,,,CN(C)c1ccc(-c2onc(C3=CC(=O)C=CC3=O)c2N(C)C)cc1
,,,,,CC(=O)c1ccc(Cc2ccc(N(c3ccc(C)cc3)c3ccc(N(C)C)cc3)cc2)cc1
,,,,,c1cc(-c2c3ccoc3cc3ccoc23)on1
,,,,,COc1cc(OC)c(-n2c3c(C)cccc3c3cccc(C)c32)c(OC)c1
,,,,,N#CC(C#N)=Cc1ccc(-c2ccccn2)s1
,,,,,CN(C)c1ccc(-c2cc3c4ccccc4c4nc(C#N)c(C#N)nc4c3cc2-c2ccc3cccc4c3c2C(=O)C4=O)cc1
,,,,,CN(C)c1ccc(-c2ccc3c(c2)oc2cccc(-c4c5ncsc5cc5ncsc45)c23)cc1
,,,,,CN(C)c1ccc(-c2ccc3[nH]cc(-c4c5ncsc5cc5ncsc45)c(=O)c3c2)cc1
,,,,,CN(C)c1ccc(-c2nc(-c3ccc4c(c3)[SiH2]c3ncccc3-4)oc2-c2c(C#N)cc(C#N)cc2C#N)cc1
,,,,,CN(C)c1ccc(-c2cc(N(C)C)cc3ccc(-c4cnoc4)cc23)cc1
,,,,,C=Cc1ccc(-c2ccc(N(C)C)cc2)n1C
,,,,,CN(C)c1ccc(N(C)c2ccccc2N(c2ccccc2)c2ccccc2)cc1
,,,,,CN(C)c1ccc(-n2c3ccccc3c(=O)c3ccc(O)cc32)cc1
,,,,,CN(CN1c2ccccc2Sc2ccccc21)c1ccc(-c2coc(-c3c(C#N)cc(C#N)cc3C#N)n2)cc1
,,,,,COc1cc(Cc2ccc(N(c3ccc(C)cc3)c3ccc(N(C)C)cc3)cc2)cc(OC)c1-c1c2[nH]cnc2cc2nc[nH]c12
error,,,,,Cc1ccc(N(c2ccc(N(C)C)cc2)c2ccc(C)cc2C2=CC=C[SH]2c2ccccn2)cc1
,,,,,COc1cc(Cc2ccc(N(c3ccc(C)cc3)c3ccc(N(C)C)cc3)c(-c3cc(C)c(B4c5ccccc5B(c5c(C)cccc5C)c5ccccc54)c(C)c3)c2)cc(OC)c1
,,,,,c1cnc2[nH]c3c(-c4ccc5ncsc5c4)cccc3c2c1
,,,,,N#Cc1nc2c3ccccc3c3c(-c4ccc(-c5cccnc5)cn4)cccc3c2nc1C#N
,,,,,CN(C)c1ccc2c(-n3c4ccccc4c(=O)c4ccccc43)cccc2c1
,,,,,c1coc(-c2c3ncoc3cc3ncoc23)n1
,,,,,COc1cc(OC)cc(-c2cc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)ccc2N(C)N(C)C)c1
,,,,,COc1cc(Cc2cccc3c4cccc(C)c4n(-c4cc(-c5cccc6c5[SiH2]c5nc(-c7cc8c9c(cccc9c7)-c7nc9cc(C#N)c(C#N)cc9nc7-8)ccc5-6)cc5c4ncn5C)c23)cc(OC)c1
,,,,,CN(C)c1ccc(N(c2ccc(F)cc2)c2ccc(F)cc2-c2ccco2)cc1
,,,,,Cc1cc(C)c(B(c2ccc(N(C)C)cc2)c2c(C)cc(Cc3ccc4c(c3)sc3ncccc34)c(-c3ccc4ncn(C)c4c3)c2C)c(C)c1
,,,,,c1ccc(N2c3ccccc3Nc3c(-c4ccc(N5CCOCC5)cc4)cccc32)cc1
,,,,,CN(C)c1ccc(-c2ncoc2N(c2ccccc2)c2cccc(N(C)c3ccccc3)c2)cc1
,,,,,CN(C)c1ccc(-c2ncc(C#N)c(-n3c4ccccc4c4cccnc43)n2)cc1-c1c(-c2ccc3c(c2)c2ccccc2c2nc(C#N)c(C#N)nc32)cc2cccc3c2c1C(=O)C3=O
,,,,,C=Cc1cccc(-c2ccc(N(C)C)cc2-c2ccc3cccc4c3c2C(=O)C4=O)c1
,,,,,Cc1ccc(N(c2ccc(N(C)C)cc2)c2ccc(C)cc2N2c3ccccc3Oc3c(-c4c5ncoc5cc5ncoc45)cccc32)cc1
,,,,,COc1cc(OC)cc(-n2ccc(=O)c3cc(-c4ccc(N(C)C)cc4)ccc32)c1
,,,,,O=C1C=C(c2cccc3ncoc23)C(=O)N1
,,,,,CS(=O)(=O)c1ccc(-c2ccc3c(c2)-c2ccccc2S3(=O)=O)cc1
,,,,,COc1cc(OC)cc(-c2cccc(-c3nc4ccc(-c5ocnc5-c5ccc(N(C)C)cc5)cc4o3)c2)c1
,,,,,C#CC(Oc1cc(S)cc(OC)c1)c1ccc(C=C2C(=O)c3ccccc3C2=C(C#N)C#N)cc1
,,,,,CN(Cc1cc2c(cn1)-c1cnccc1[SiH2]2)c1cc2c(cn1)-c1cnccc1[SiH2]2
,,,,,CN(C)c1ccc(-c2ccc(N3CCOC(c4c(C#N)cc(C#N)cc4C#N)C3c3ccc4c(c3)[SiH2]c3ncccc3-4)c(C3=CC(=O)C=CC3=O)c2)cc1
,,,,,O=c1c2ccccc2[nH]c2cccc(-c3c4[nH]cnc4cc4nc[nH]c34)c12
,,,,,c1csc(-c2ccc(-c3ccc(N4CCOCC4)cc3)s2)c1
,,,,,CN(c1ccccc1)c1ccc2scnc2c1
,,,,,CN(C)c1ccc2cccc(-c3ccc(C=O)cc3)c2c1
,,,,,CN(C)c1ccc(-c2c(-c3cc4[nH]ccc4cn3)c(N(C)C)cc3ccccc23)cc1
,,,,,CN(C)c1ccc(-c2c(-c3ccc4nc(-c5ccccc5)oc4c3)c(N(C)C)cc3ccccc23)cc1
,,,,,O=c1cc[nH]c2cc(-c3cc4ccccc4c4ccccc34)ccc12
,,,,,N#CC(C#N)=C1c2ccccc2C(=O)c2cc(-c3sc(-c4cccs4)cc3-n3c4ccccc4c4cccnc43)ccc21
,,,,,Fc1ccc(N(c2ccc(F)cc2)c2ccc3oc4ccccc4c3c2)cc1
,,,,,CN(C)c1ccc(-c2cnoc2N(c2ccccc2)c2ccccc2)cc1
,,,,,CN(C)c1ccc(N(C)COc2ccc(-c3cccs3)s2)cc1
,,,,,CN(C)c1ccc2c(-c3cc([SiH]4c5ccccc5-c5ccccc54)c4nc(-c5ccccc5)oc4c3)cccc2c1
error,,,,,C1=Nc2ccccc2[SH]1c1ccco1
,,,,,CN(S)Cc1cc(C#N)c(C#N)c(C#N)c1
,,,,,COc1cc(CN(C)c2ccc(N(C)CN3CCOCC3)cc2)cc(OC)c1
,,,,,CN(C)c1ccc(-c2cc3c(cc2-n2c4ccccc4c4ccccc42)C(=O)NC3=O)cc1
,,,,,O=Cc1ccc(-c2cc(-c3cncc(-c4cccnc4)c3)ccc2C(=O)Cc2cnc3c(ccc4cccnc43)c2)cc1
,,,,,CN(C)c1ccc(N2c3ccc(-c4ccc5c(c4)sc4cc(C#N)ccc45)cc3N(c3cccc(-c4cocn4)c3)c3cccc(-c4c5ccoc5cc5ccoc45)c32)cc1
,,,,,COc1cc(OC)c(Cc2cc(C)c(B(c3ccc(N(C)C)cc3)c3c(C)cc(C)cc3C)c(C)c2)c(OC)c1
,,,,,Fc1ccc(N(c2ccc(F)cc2)c2cccc3c2[nH]c2ccccc23)cc1
,,,,,Cc1ccc(Nc2ccc(C)c(-n3c4ccc(F)cc4c4cc(F)ccc43)c2)cc1
,,,,,CN(C)c1ccc(N2c3ccccc3Oc3cccc(-c4c(F)c(F)cc(F)c4F)c32)cc1
,,,,,CN(C)c1ccc(-c2cnc3c(c2)c(-c2cnoc2)cc2cccnc23)cc1
,,,,,N#Cc1cc(C#N)c(N(c2ccccc2)c2ccccc2)c(C#N)c1-c1ccc(C=O)c(-c2cnoc2)c1
,,,,,c1coc(-c2ccc3ncsc3c2)n1
,,,,,Cc1cc(N2c3ccccc3Oc3ccccc32)cc(C)c1B1c2ccccc2B(c2c(C)ccc(N(c3ccc(F)cc3)c3ccc(F)cc3)c2C)c2ccccc21
,,,,,CC(=O)c1ccc(-c2ccc3ncsc3c2)cc1
,,,,,N#CC(C#N)=C1C(=Cc2ccc(-c3ccc4c5cc(-c6sc(S)cc6N6CCOCC6)ccc5c5nc(C#N)c(C#N)nc5c4c3)s2)C(=O)c2ccccc21
,,,,,CN(C)c1ccc(N(C)CN(c2ccc(F)cc2)c2ccc(F)cc2)c(-c2ccc(N(C)C)c(-c3cc4[nH]ccc4cn3)c2)c1
,,,,,N#CC(C#N)=C1c2ccccc2C(=O)c2cc(-c3c(C#N)ccc4c3sc3ccccc34)ccc21
,,,,,c1ccc2c(c1)-c1ccccc1[SiH]2Cn1cnc2ccccc21
,,,,,CN(C)c1ccc(C2=CC(=O)C(N3CCOCC3n3c4ccc(F)cc4c4cc(F)ccc43)=CC2=O)cc1
,,,,,Cc1cc(C)cc(-c2cccc3c2oc2ncccc23)c1
,,,,,CN(C)c1cc(-c2c3ncoc3cc3ncoc23)c2c(c1)S(=O)(=O)c1ccccc1-2
,,,,,COc1cc(OC)cc(OC(C2=CC(=O)NC2=O)c2cc3c(cn2)-c2cnccc2[SiH2]3)c1
,,,,,CN(C)c1ccc(N(c2ccccc2)c2ccc(-n3c4ccncc4c4cnccc43)cc2)cc1
6-ethynyl-1-methylbenzimidazole,137408434.0,C10H8N2,156.18,CN1C=NC2=C1C=C(C=C2)C#C,C#Cc1ccc2ncn(C)c2c1
,,,,,CN(C)c1ccc(N2c3ccccc3C(C)(C)c3cc(N(C)C)c(N4c5ccccc5Sc5cccc(P(c6ccccc6)c6ccccc6)c54)cc32)cc1
,,,,,Cn1cccc1C1COCCN1c1ccc(-n2c3ccc(F)cc3c3cc(F)ccc32)cc1
,,,,,N#Cc1cnc(C(=O)c2ccc(C=O)cc2)nc1
,,,,,CC1(C)c2ccccc2Nc2ccc(-c3c4ncoc4cc4ncoc34)cc21
,,,,,O=C1C=C(c2ccc3ncoc3c2)C(=O)c2ccccc21
,,,,,Fc1ccc(N(c2ccc(F)cc2)c2c3[nH]cnc3cc3nc[nH]c23)cc1
,,,,,O=C(Cc1ccc2c(c1)oc1cccc(-c3cocn3)c12)c1ccccc1
,,,,,CN(C)c1cc(-c2cccs2)c2ccccc2c1
,,,,,COc1cc(OC)c(-c2cc3ccccc3c3ccccc23)c(-c2cc(N(c3ccc(C)cc3)c3ccc(N(C)C)cc3)ccc2C)c1
,,,,,Cc1cc(C)c(B(c2ccc(C=C3C(=O)c4ccccc4C3=C(C#N)C#N)s2)c2c(C)cc(C)c(-c3c4ncsc4cc4ncsc34)c2C)c(C)c1
,,,,,CN(C)c1ccc(-c2cccc(-c3c4ncoc4cc4ncoc34)c2)cc1
,,,,,CN(C)c1ccc(-c2ccc(N3CCOCC3)c(N3c4ccccc4N(c4ccccc4-c4cc5ccccc5c5ccccc45)c4ccccc43)c2)cc1
,,,,,O=Cc1ccc(-c2cc(-c3cc4c(cc3-c3cc5ccccc5c5ccccc35)N(c3ccccc3)c3ccccc3N4)cc3sc4ncccc4c23)cc1
,,,,,N#CC(C#N)=Cc1ccc(C2CNCCO2)s1
,,,,,CN(C)c1ccc(N2c3ccccc3Oc3cc(-c4cc(N(C)C)cc5ccccc45)ccc32)cc1
,,,,,Cc1ccc(N(c2ccc(N(C)C)cc2)c2ccc(C)cc2-c2cc3c4c(cccc4c2)-c2nc4c(-c5ccc6c(c5)sc5ncccc56)c(C#N)c(C#N)cc4nc2-3)cc1
,,,,,CN(C)c1ccc(-c2cc(N(C)C)cc3ccc(-c4ccc(-c5sccc5-c5ccc6c(c5)oc5ccccc56)s4)cc23)cc1
,,,,,O=Cc1ccc(C(=O)N2CCOCC2)c(-c2ccco2)c1
,,,,,CN(C)c1ccc(-n2c3ccccc3c3cccc(-c4cc5ccccc5c5ccccc45)c32)cc1
,,,,,CN(C)c1ccc(-c2ccc3c(c2)Sc2ccccc2N3c2ccc(N(C)C)cc2)cc1
,,,,,CN(C)c1ccc2c(-c3ncco3)ccc(N(C)C)c2c1
,,,,,CN(C)c1c(-c2ccc(C=C3C(=O)c4ccccc4C3=C(C#N)C#N)cc2)cc(-c2cc(C=O)ccc2C=O)c2ccccc12
,,,,,CN(C)c1ccc(N(c2cccc(-c3cnc4c(ccc5cccnc54)c3)c2)c2ccccc2-c2c3ccoc3cc3ccoc23)cc1
,,,,,CN(C)c1ccc(S(c2ccc(N(C)C)cc2)(c2ccc(N(C)C)cc2)N(C)C)cc1
,,,,,CN(C)c1ccc(-c2cc(C(=O)c3cc4c(cn3)-c3cnccc3[SiH2]4)ccc2C=O)cc1
,,,,,CN(C)c1cc(-c2ccc3ncoc3c2)cc2cc(-c3ccc4nc(-c5ccccc5)oc4c3)ccc12
,,,,,Cc1ccc(N(c2ccc(C)cc2)c2ccc3c(c2)-c2ccccc2S3(=O)=O)cc1
,,,,,CN(S)C[SiH]1c2ccccc2-c2ccccc21
,,,,,CN(C)c1ccc(-c2sc3ccsc3c2-c2ccc3c(c2)[SiH2]c2ncc(-c4ccc5c(c4)C(=O)NC5=O)cc2-3)cc1
,,,,,c1csc(-c2sccc2-c2c3ncoc3cc3ncoc23)c1
,,,,,Cc1ccc2c(c1)c1cc(C)ccc1n2N(c1ccc(F)cc1)c1ccc(F)c(O)c1
,,,,,O=C1C(=O)c2ccc(-c3c(F)c(F)cc(F)c3F)c3cccc1c23
,,,,,CN(C)c1ccc(-c2c3ccoc3c(-c3ccc4c(c3)S(=O)(=O)c3ccccc3-4)c3ccoc23)cc1
,,,,,Cc1ccc(Nc2ccc(Cc3ccc(C=O)cc3)cc2-c2ccc(-c3cccs3)s2)cc1
,,,,,CN(C)c1ccc(-n2c3ccccc3c(=O)c3ccc(-c4ccc(-c5cccs5)s4)cc32)cc1
,,,,,Cc1ccc2[nH]c3c(-c4c5[nH]cnc5cc5nc[nH]c45)cc(C)cc3c2c1
,,,,,CN(C)c1ccc(-c2c3ccoc3c(-c3ccc(-c4cccs4)s3)c3ccoc23)cc1
,,,,,Fc1ccc2c(c1)c1cc(F)ccc1n2-c1cc(Cl)cc2c1[nH]c1ccc(Cl)cc12
,,,,,CN(C)c1ccc(-c2coc(-c3ccc4c(c3)c3ccccc3c3nc(C#N)c(C#N)nc43)n2)cc1
,,,,,Cc1ccc(N(c2ccc(N(C)C)cc2)c2ccc(C)cc2-c2ccc(N3CCOCC3)cc2)cc1
,,,,,Cc1cc(C)cc(-c2cc(N(C)C)ccc2-c2cc(-n3c4c(C)cccc4c4cccc(C)c43)ccc2C=O)c1
,,,,,CN(C)c1ccc(-c2cccc(-n3c4ccncc4c4cnccc43)c2N(C)C)cc1
,,,,,C#CCNCn1c2ccccc2c2ccccc21
,,,,,N#Cc1ccc2c(c1)sc1cc(-c3ccccc3Pc3ccccc3)ccc12
,,,,,C=Cc1cc(=O)c2cc(-c3ccc(N(C)C)cc3)ccc2[nH]1
,,,,,CNCc1ccc(C=C2C(=O)c3ccccc3C2=C(C#N)C#N)cc1
,,,,,CN(C)c1ccc2c(N3CCOCC3)cccc2c1
,,,,,CN(C)c1ccc(-c2csc(N3c4ccccc4Oc4ccccc43)n2)cc1
,,,,,Cc1ccc(N(c2ccc(N(C)C)cc2)c2ccc(C)cc2-c2cc3c(cc2-c2ccc(C=C4C(=O)c5ccccc5C4=C(C#N)C#N)s2)ncn3CN2CCOCC2)cc1
,,,,,COc1cc(OC)c(-c2ccccc2-c2nc3ccc(-c4ccc(N(C)C)cc4)cc3o2)c(OC)c1-c1ccc2c(c1)oc1ccccc12
,,,,,c1cncc(-c2ccc(-c3cnco3)nc2)c1
,,,,,CN(C)c1ccc(Oc2ccc(C=C(C#N)C#N)s2)cc1-c1c2ncoc2cc2ncoc12
,,,,,C#Cc1c2ccoc2c(-n2c3ccc(Cl)cc3c3cc(Cl)ccc32)c2ccoc12
,,,,,Cc1cccc2c3cccc(C)c3n(-c3cccc(Nc4ccccc4)c3)c12
,,,,,CN(C)c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2N(C)c2ccccc2)cc1
,,,,,CN(C)c1ccc(ON2c3ccccc3N(c3ccccc3)c3cc(-n4c5ccc(F)cc5c5cc(F)ccc54)ccc32)cc1
,,,,,CN(C)c1ccc(-c2ncncc2C#N)cc1
,,,,,Cc1cc(C)c(Bc2c(C)cc(C)cc2Cc2ccc(P(=O)(c3ccccc3)c3ccccc3)cc2)c(C)c1
,,,,,CN(C)c1ccc(N2c3ccccc3C(C)(C)c3cc(N4c5ccccc5N(c5ccccc5)c5cc(-c6ccccc6)ccc54)ccc32)cc1
,,,,,CN(C)c1ccc(Oc2ccc3ncoc3c2-n2c3ccncc3c3cnccc32)cc1
,,,,,CN(C)c1ccc(-c2ccc(C3=CC(=O)NC3=O)c3c2Oc2ccccc2N3c2cccs2)c2ccccc12
,,,,,CN(C)c1cccc2ccc(-c3ccc4c(c3)sc3ccccc34)cc12
,,,,,N#Cc1nc2c3ccccc3c3cc(-c4ccon4)ccc3c2nc1C#N
,,,,,CN(C)c1ccc2cc([SiH]3c4ccccc4-c4ccccc43)ccc2c1
,,,,,CN(C)c1ccc(-c2ccc(S(C)(=O)=O)c(-c3cc(C=O)ccc3C=O)c2)cc1
,,,,,Cn1cnc2ccc(-c3nccc4c3-c3c(ccnc3-c3cc(C=O)ccc3C=O)[SiH2]4)cc21
,,,,,CN(C)c1ccc(-c2ccc3c(c2)S(=O)(=O)c2c-3cccc2-n2c3ccncc3c3cnccc32)cc1
3-phenanthren-9-yldibenzofuran,151467313.0,C26H16O,344.4,C1=CC=C2C(=C1)C=C(C3=CC=CC=C23)C4=CC5=C(C=C4)C6=CC=CC=C6O5,c1ccc2c(c1)cc(-c1ccc3c(c1)oc1ccccc13)c1ccccc12
,,,,,O=C1C=C(C2OCCNC2O)C(=O)N1
error,,,,,Cn1cccc1[SH]1C=Cc2scc(-c3ccccc3)c21
,,,,,N#Cc1ccc2c(sc3cc(-c4cocn4)ccc32)c1-c1ccc2c(c1)C(=O)NC2=O
,,,,,CN(C)c1ccc(N2CCOC(N(C)c3ccccc3-n3c4ccncc4c4cnccc43)C2)cc1
,,,,,CN(C)c1ccc2ccc(-c3ncc(C#N)cn3)cc2c1
,,,,,CN(C)c1ccc(-c2ccc(N(C)C)c(S)c2)cc1
,,,,,CN(C)c1cc(O)c2ccccc2c1
,,,,,COc1cc(OC)c(C#Cc2ccc(N(C)C)cc2)c(OC)c1
,,,,,CN(C)c1ccc(-c2cccc3c2Sc2ccccc2N3c2ccc(N(C)C)cc2)cc1
dibenzofuran-2-ol,66587.0,C12H8O2,184.19,C1=CC=C2C(=C1)C3=C(O2)C=CC(=C3)O,Oc1ccc2oc3ccccc3c2c1
,,,,,O=S1(=O)c2ccccc2-c2ccc(C3CNCCO3)cc21
